  4497.500 0.20920E+08 0.16779E+08 0.99887E+07 0.20835E+08 0.16703E+08 0.99312E+07 0.20663E+08 0.16550E+08 0.98156E+07 0.20414E+08 0.16326E+08 0.96453E+07 0.20085E+08 0.16030E+08 0.94190E+07 0.19676E+08 0.15657E+08 0.91327E+07 0.19195E+08 0.15213E+08 0.87923E+07 0.18603E+08 0.14675E+08 0.83963E+07 0.17910E+08 0.14063E+08 0.79638E+07 0.17157E+08 0.13394E+08 0.74911E+07 0.16367E+08 0.12691E+08 0.69964E+07 0.15557E+08 0.11972E+08 0.64953E+07 0.14780E+08 0.11279E+08 0.60196E+07 0.14084E+08 0.10660E+08 0.56013E+07 0.13550E+08 0.10195E+08 0.52917E+07 0.13249E+08 0.99434E+07 0.51245E+07
  4497.550 0.20919E+08 0.16779E+08 0.99884E+07 0.20834E+08 0.16703E+08 0.99309E+07 0.20663E+08 0.16550E+08 0.98154E+07 0.20413E+08 0.16325E+08 0.96451E+07 0.20085E+08 0.16029E+08 0.94188E+07 0.19675E+08 0.15656E+08 0.91325E+07 0.19195E+08 0.15212E+08 0.87921E+07 0.18602E+08 0.14674E+08 0.83961E+07 0.17910E+08 0.14062E+08 0.79637E+07 0.17156E+08 0.13394E+08 0.74909E+07 0.16367E+08 0.12691E+08 0.69963E+07 0.15557E+08 0.11971E+08 0.64952E+07 0.14779E+08 0.11278E+08 0.60194E+07 0.14084E+08 0.10659E+08 0.56012E+07 0.13549E+08 0.10195E+08 0.52916E+07 0.13249E+08 0.99431E+07 0.51244E+07
  4497.600 0.20918E+08 0.16778E+08 0.99882E+07 0.20833E+08 0.16702E+08 0.99307E+07 0.20662E+08 0.16549E+08 0.98152E+07 0.20412E+08 0.16325E+08 0.96449E+07 0.20084E+08 0.16029E+08 0.94186E+07 0.19675E+08 0.15656E+08 0.91322E+07 0.19194E+08 0.15212E+08 0.87919E+07 0.18601E+08 0.14674E+08 0.83959E+07 0.17909E+08 0.14062E+08 0.79635E+07 0.17156E+08 0.13393E+08 0.74908E+07 0.16366E+08 0.12691E+08 0.69961E+07 0.15556E+08 0.11971E+08 0.64951E+07 0.14779E+08 0.11278E+08 0.60193E+07 0.14083E+08 0.10659E+08 0.56011E+07 0.13549E+08 0.10195E+08 0.52915E+07 0.13248E+08 0.99428E+07 0.51244E+07
  4497.650 0.20918E+08 0.16778E+08 0.99879E+07 0.20832E+08 0.16702E+08 0.99304E+07 0.20661E+08 0.16549E+08 0.98149E+07 0.20411E+08 0.16324E+08 0.96446E+07 0.20083E+08 0.16028E+08 0.94183E+07 0.19674E+08 0.15655E+08 0.91320E+07 0.19193E+08 0.15211E+08 0.87917E+07 0.18601E+08 0.14673E+08 0.83957E+07 0.17909E+08 0.14061E+08 0.79633E+07 0.17155E+08 0.13393E+08 0.74906E+07 0.16366E+08 0.12690E+08 0.69960E+07 0.15556E+08 0.11971E+08 0.64949E+07 0.14778E+08 0.11278E+08 0.60192E+07 0.14083E+08 0.10659E+08 0.56010E+07 0.13549E+08 0.10194E+08 0.52914E+07 0.13248E+08 0.99425E+07 0.51243E+07
  4497.700 0.20917E+08 0.16777E+08 0.99877E+07 0.20832E+08 0.16701E+08 0.99302E+07 0.20661E+08 0.16548E+08 0.98147E+07 0.20411E+08 0.16324E+08 0.96444E+07 0.20083E+08 0.16028E+08 0.94181E+07 0.19673E+08 0.15655E+08 0.91318E+07 0.19193E+08 0.15211E+08 0.87915E+07 0.18600E+08 0.14673E+08 0.83955E+07 0.17908E+08 0.14061E+08 0.79631E+07 0.17154E+08 0.13392E+08 0.74904E+07 0.16365E+08 0.12690E+08 0.69959E+07 0.15555E+08 0.11970E+08 0.64948E+07 0.14778E+08 0.11277E+08 0.60191E+07 0.14083E+08 0.10658E+08 0.56009E+07 0.13548E+08 0.10194E+08 0.52913E+07 0.13248E+08 0.99422E+07 0.51242E+07
  4497.750 0.20916E+08 0.16777E+08 0.99874E+07 0.20831E+08 0.16701E+08 0.99300E+07 0.20660E+08 0.16547E+08 0.98144E+07 0.20410E+08 0.16323E+08 0.96442E+07 0.20082E+08 0.16027E+08 0.94179E+07 0.19673E+08 0.15654E+08 0.91316E+07 0.19192E+08 0.15211E+08 0.87913E+07 0.18600E+08 0.14672E+08 0.83953E+07 0.17907E+08 0.14060E+08 0.79630E+07 0.17154E+08 0.13392E+08 0.74903E+07 0.16365E+08 0.12689E+08 0.69957E+07 0.15555E+08 0.11970E+08 0.64947E+07 0.14777E+08 0.11277E+08 0.60190E+07 0.14082E+08 0.10658E+08 0.56008E+07 0.13548E+08 0.10194E+08 0.52912E+07 0.13247E+08 0.99420E+07 0.51241E+07
  4497.800 0.20915E+08 0.16776E+08 0.99872E+07 0.20830E+08 0.16700E+08 0.99297E+07 0.20659E+08 0.16547E+08 0.98142E+07 0.20409E+08 0.16323E+08 0.96439E+07 0.20081E+08 0.16027E+08 0.94177E+07 0.19672E+08 0.15654E+08 0.91314E+07 0.19192E+08 0.15210E+08 0.87911E+07 0.18599E+08 0.14672E+08 0.83951E+07 0.17907E+08 0.14060E+08 0.79628E+07 0.17153E+08 0.13392E+08 0.74901E+07 0.16364E+08 0.12689E+08 0.69956E+07 0.15554E+08 0.11970E+08 0.64946E+07 0.14777E+08 0.11277E+08 0.60189E+07 0.14082E+08 0.10658E+08 0.56007E+07 0.13547E+08 0.10194E+08 0.52912E+07 0.13247E+08 0.99417E+07 0.51240E+07
  4497.850 0.20915E+08 0.16776E+08 0.99869E+07 0.20830E+08 0.16700E+08 0.99295E+07 0.20659E+08 0.16546E+08 0.98140E+07 0.20409E+08 0.16322E+08 0.96437E+07 0.20081E+08 0.16026E+08 0.94174E+07 0.19671E+08 0.15653E+08 0.91312E+07 0.19191E+08 0.15210E+08 0.87909E+07 0.18598E+08 0.14672E+08 0.83949E+07 0.17906E+08 0.14060E+08 0.79626E+07 0.17153E+08 0.13391E+08 0.74900E+07 0.16364E+08 0.12689E+08 0.69954E+07 0.15554E+08 0.11969E+08 0.64944E+07 0.14777E+08 0.11277E+08 0.60188E+07 0.14081E+08 0.10657E+08 0.56006E+07 0.13547E+08 0.10193E+08 0.52911E+07 0.13246E+08 0.99414E+07 0.51239E+07
  4497.900 0.20914E+08 0.16775E+08 0.99867E+07 0.20829E+08 0.16699E+08 0.99292E+07 0.20658E+08 0.16546E+08 0.98137E+07 0.20408E+08 0.16322E+08 0.96435E+07 0.20080E+08 0.16026E+08 0.94172E+07 0.19671E+08 0.15653E+08 0.91309E+07 0.19190E+08 0.15209E+08 0.87907E+07 0.18598E+08 0.14671E+08 0.83948E+07 0.17906E+08 0.14059E+08 0.79624E+07 0.17152E+08 0.13391E+08 0.74898E+07 0.16363E+08 0.12688E+08 0.69953E+07 0.15553E+08 0.11969E+08 0.64943E+07 0.14776E+08 0.11276E+08 0.60187E+07 0.14081E+08 0.10657E+08 0.56005E+07 0.13546E+08 0.10193E+08 0.52910E+07 0.13246E+08 0.99411E+07 0.51239E+07
  4497.950 0.20913E+08 0.16774E+08 0.99865E+07 0.20828E+08 0.16698E+08 0.99290E+07 0.20657E+08 0.16545E+08 0.98135E+07 0.20407E+08 0.16321E+08 0.96432E+07 0.20079E+08 0.16025E+08 0.94170E+07 0.19670E+08 0.15652E+08 0.91307E+07 0.19190E+08 0.15209E+08 0.87905E+07 0.18597E+08 0.14671E+08 0.83946E+07 0.17905E+08 0.14059E+08 0.79623E+07 0.17152E+08 0.13390E+08 0.74897E+07 0.16362E+08 0.12688E+08 0.69951E+07 0.15553E+08 0.11969E+08 0.64942E+07 0.14776E+08 0.11276E+08 0.60186E+07 0.14080E+08 0.10657E+08 0.56004E+07 0.13546E+08 0.10193E+08 0.52909E+07 0.13245E+08 0.99409E+07 0.51238E+07
