  16     4 
 9998 4.076  0.000
 9979 4.072  0.000
 9941 4.066  0.000
 9885 4.056  0.000
 9811 4.043  0.000
 9718 4.026  0.000
 9609 4.007  0.000
 9483 3.984  0.000
 9344 3.958  0.000
 9192 3.930  0.000
 9033 3.899  0.000
 8872 3.868  0.000
 8719 3.838  0.000
 8584 3.811  0.000
 8483 3.790  0.000
 8428 3.779  0.000
