    6  0.000
    7  0.000
    8  0.000
   11  0.000
   12  0.000
   13  0.000
   14  0.000
   20  0.000
   22  0.000
   23  0.000
   24  0.000
   25  0.000
   26  0.000
   27  0.000
   28  0.000
   39  0.000
   56  0.000
   57  0.000
   62  0.000
