  4497.500 0.20893E+08 0.16760E+08 0.99823E+07 0.20808E+08 0.16684E+08 0.99248E+07 0.20637E+08 0.16531E+08 0.98093E+07 0.20387E+08 0.16306E+08 0.96390E+07 0.20058E+08 0.16010E+08 0.94128E+07 0.19648E+08 0.15637E+08 0.91265E+07 0.19167E+08 0.15192E+08 0.87863E+07 0.18573E+08 0.14654E+08 0.83905E+07 0.17880E+08 0.14042E+08 0.79583E+07 0.17126E+08 0.13373E+08 0.74859E+07 0.16336E+08 0.12670E+08 0.69917E+07 0.15525E+08 0.11951E+08 0.64910E+07 0.14747E+08 0.11258E+08 0.60157E+07 0.14051E+08 0.10639E+08 0.55979E+07 0.13516E+08 0.10176E+08 0.52885E+07 0.13216E+08 0.99239E+07 0.51215E+07
  4497.550 0.20892E+08 0.16759E+08 0.99820E+07 0.20807E+08 0.16683E+08 0.99245E+07 0.20636E+08 0.16530E+08 0.98090E+07 0.20386E+08 0.16305E+08 0.96387E+07 0.20057E+08 0.16009E+08 0.94125E+07 0.19647E+08 0.15636E+08 0.91262E+07 0.19166E+08 0.15191E+08 0.87859E+07 0.18572E+08 0.14653E+08 0.83900E+07 0.17879E+08 0.14040E+08 0.79578E+07 0.17124E+08 0.13371E+08 0.74852E+07 0.16334E+08 0.12668E+08 0.69909E+07 0.15522E+08 0.11949E+08 0.64901E+07 0.14744E+08 0.11256E+08 0.60147E+07 0.14048E+08 0.10637E+08 0.55968E+07 0.13513E+08 0.10173E+08 0.52875E+07 0.13213E+08 0.99210E+07 0.51204E+07
  4497.600 0.20885E+08 0.16752E+08 0.99761E+07 0.20800E+08 0.16676E+08 0.99186E+07 0.20628E+08 0.16522E+08 0.98029E+07 0.20378E+08 0.16297E+08 0.96323E+07 0.20049E+08 0.16001E+08 0.94057E+07 0.19638E+08 0.15627E+08 0.91188E+07 0.19156E+08 0.15182E+08 0.87779E+07 0.18561E+08 0.14642E+08 0.83812E+07 0.17867E+08 0.14028E+08 0.79481E+07 0.17111E+08 0.13357E+08 0.74745E+07 0.16318E+08 0.12652E+08 0.69790E+07 0.15505E+08 0.11930E+08 0.64771E+07 0.14724E+08 0.11235E+08 0.60007E+07 0.14025E+08 0.10613E+08 0.55819E+07 0.13488E+08 0.10148E+08 0.52720E+07 0.13187E+08 0.98948E+07 0.51048E+07
  4497.650 0.20861E+08 0.16725E+08 0.99465E+07 0.20775E+08 0.16648E+08 0.98884E+07 0.20603E+08 0.16494E+08 0.97715E+07 0.20351E+08 0.16267E+08 0.95991E+07 0.20020E+08 0.15968E+08 0.93698E+07 0.19607E+08 0.15590E+08 0.90794E+07 0.19120E+08 0.15140E+08 0.87338E+07 0.18520E+08 0.14595E+08 0.83310E+07 0.17819E+08 0.13973E+08 0.78905E+07 0.17053E+08 0.13292E+08 0.74078E+07 0.16249E+08 0.12574E+08 0.69018E+07 0.15421E+08 0.11836E+08 0.63882E+07 0.14623E+08 0.11123E+08 0.58999E+07 0.13907E+08 0.10484E+08 0.54704E+07 0.13355E+08 0.10003E+08 0.51525E+07 0.13045E+08 0.97413E+07 0.49809E+07
  4497.700 0.20879E+08 0.16745E+08 0.99700E+07 0.20793E+08 0.16669E+08 0.99123E+07 0.20622E+08 0.16515E+08 0.97964E+07 0.20371E+08 0.16290E+08 0.96255E+07 0.20041E+08 0.15993E+08 0.93984E+07 0.19630E+08 0.15618E+08 0.91110E+07 0.19147E+08 0.15172E+08 0.87693E+07 0.18552E+08 0.14632E+08 0.83716E+07 0.17856E+08 0.14016E+08 0.79373E+07 0.17098E+08 0.13344E+08 0.74623E+07 0.16304E+08 0.12637E+08 0.69652E+07 0.15488E+08 0.11912E+08 0.64615E+07 0.14704E+08 0.11214E+08 0.59834E+07 0.14002E+08 0.10589E+08 0.55631E+07 0.13463E+08 0.10121E+08 0.52521E+07 0.13160E+08 0.98671E+07 0.50843E+07
  4497.750 0.20889E+08 0.16756E+08 0.99803E+07 0.20804E+08 0.16680E+08 0.99228E+07 0.20632E+08 0.16527E+08 0.98072E+07 0.20382E+08 0.16302E+08 0.96369E+07 0.20053E+08 0.16006E+08 0.94105E+07 0.19643E+08 0.15632E+08 0.91241E+07 0.19162E+08 0.15188E+08 0.87837E+07 0.18568E+08 0.14649E+08 0.83876E+07 0.17874E+08 0.14036E+08 0.79551E+07 0.17119E+08 0.13367E+08 0.74823E+07 0.16328E+08 0.12664E+08 0.69875E+07 0.15517E+08 0.11943E+08 0.64863E+07 0.14738E+08 0.11249E+08 0.60104E+07 0.14041E+08 0.10630E+08 0.55920E+07 0.13505E+08 0.10165E+08 0.52822E+07 0.13204E+08 0.99127E+07 0.51149E+07
  4497.800 0.20889E+08 0.16758E+08 0.99815E+07 0.20804E+08 0.16682E+08 0.99240E+07 0.20633E+08 0.16528E+08 0.98085E+07 0.20383E+08 0.16304E+08 0.96383E+07 0.20054E+08 0.16008E+08 0.94121E+07 0.19645E+08 0.15634E+08 0.91258E+07 0.19164E+08 0.15190E+08 0.87857E+07 0.18570E+08 0.14652E+08 0.83899E+07 0.17877E+08 0.14040E+08 0.79578E+07 0.17123E+08 0.13371E+08 0.74854E+07 0.16333E+08 0.12668E+08 0.69912E+07 0.15522E+08 0.11949E+08 0.64905E+07 0.14744E+08 0.11256E+08 0.60152E+07 0.14048E+08 0.10638E+08 0.55974E+07 0.13514E+08 0.10174E+08 0.52881E+07 0.13214E+08 0.99224E+07 0.51211E+07
  4497.850 0.20878E+08 0.16750E+08 0.99751E+07 0.20793E+08 0.16674E+08 0.99175E+07 0.20622E+08 0.16521E+08 0.98016E+07 0.20372E+08 0.16296E+08 0.96308E+07 0.20044E+08 0.15999E+08 0.94038E+07 0.19634E+08 0.15625E+08 0.91164E+07 0.19152E+08 0.15180E+08 0.87746E+07 0.18558E+08 0.14640E+08 0.83767E+07 0.17863E+08 0.14026E+08 0.79417E+07 0.17107E+08 0.13354E+08 0.74657E+07 0.16314E+08 0.12648E+08 0.69669E+07 0.15499E+08 0.11923E+08 0.64608E+07 0.14716E+08 0.11224E+08 0.59795E+07 0.14014E+08 0.10599E+08 0.55556E+07 0.13474E+08 0.10129E+08 0.52414E+07 0.13171E+08 0.98743E+07 0.50716E+07
  4497.900 0.20876E+08 0.16748E+08 0.99766E+07 0.20791E+08 0.16672E+08 0.99192E+07 0.20620E+08 0.16519E+08 0.98037E+07 0.20370E+08 0.16295E+08 0.96335E+07 0.20042E+08 0.15999E+08 0.94073E+07 0.19633E+08 0.15626E+08 0.91211E+07 0.19152E+08 0.15182E+08 0.87810E+07 0.18560E+08 0.14644E+08 0.83852E+07 0.17867E+08 0.14032E+08 0.79531E+07 0.17114E+08 0.13364E+08 0.74806E+07 0.16324E+08 0.12661E+08 0.69862E+07 0.15514E+08 0.11942E+08 0.64852E+07 0.14736E+08 0.11249E+08 0.60095E+07 0.14040E+08 0.10630E+08 0.55911E+07 0.13505E+08 0.10166E+08 0.52813E+07 0.13205E+08 0.99139E+07 0.51140E+07
  4497.950 0.20850E+08 0.16721E+08 0.99505E+07 0.20765E+08 0.16645E+08 0.98929E+07 0.20594E+08 0.16491E+08 0.97771E+07 0.20344E+08 0.16266E+08 0.96065E+07 0.20015E+08 0.15970E+08 0.93798E+07 0.19605E+08 0.15596E+08 0.90930E+07 0.19123E+08 0.15151E+08 0.87521E+07 0.18529E+08 0.14612E+08 0.83556E+07 0.17835E+08 0.13998E+08 0.79227E+07 0.17080E+08 0.13329E+08 0.74497E+07 0.16289E+08 0.12625E+08 0.69550E+07 0.15477E+08 0.11904E+08 0.64543E+07 0.14698E+08 0.11210E+08 0.59793E+07 0.14001E+08 0.10591E+08 0.55621E+07 0.13466E+08 0.10127E+08 0.52536E+07 0.13166E+08 0.98748E+07 0.50871E+07
