  4497.500  0.8990E-04  0.8965E-04  0.6751E-04  0.6735E-04  0.3484E-04  0.3480E-04
  4497.550  0.8990E-04  0.8965E-04  0.6751E-04  0.6735E-04  0.3484E-04  0.3481E-04
  4497.600  0.8990E-04  0.8939E-04  0.6751E-04  0.6708E-04  0.3484E-04  0.3462E-04
  4497.650  0.8990E-04  0.8877E-04  0.6751E-04  0.6640E-04  0.3484E-04  0.3408E-04
  4497.700  0.8990E-04  0.8923E-04  0.6751E-04  0.6691E-04  0.3484E-04  0.3449E-04
  4497.750  0.8990E-04  0.8960E-04  0.6750E-04  0.6730E-04  0.3484E-04  0.3478E-04
  4497.800  0.8990E-04  0.8965E-04  0.6750E-04  0.6734E-04  0.3484E-04  0.3479E-04
  4497.850  0.8990E-04  0.8955E-04  0.6750E-04  0.6723E-04  0.3484E-04  0.3467E-04
  4497.900  0.8990E-04  0.8956E-04  0.6750E-04  0.6726E-04  0.3484E-04  0.3473E-04
  4497.950  0.8990E-04  0.8945E-04  0.6750E-04  0.6715E-04  0.3484E-04  0.3466E-04
  4498.000  0.8989E-04  0.8967E-04  0.6750E-04  0.6737E-04  0.3484E-04  0.3482E-04
  4498.050  0.8989E-04  0.8968E-04  0.6750E-04  0.6738E-04  0.3484E-04  0.3482E-04
  4498.100  0.8989E-04  0.8968E-04  0.6750E-04  0.6737E-04  0.3484E-04  0.3482E-04
  4498.150  0.8989E-04  0.8969E-04  0.6750E-04  0.6739E-04  0.3484E-04  0.3483E-04
  4498.200  0.8989E-04  0.8969E-04  0.6750E-04  0.6739E-04  0.3484E-04  0.3483E-04
  4498.250  0.8989E-04  0.8969E-04  0.6750E-04  0.6739E-04  0.3485E-04  0.3483E-04
  4498.300  0.8989E-04  0.8969E-04  0.6750E-04  0.6739E-04  0.3485E-04  0.3483E-04
  4498.350  0.8989E-04  0.8969E-04  0.6750E-04  0.6739E-04  0.3485E-04  0.3483E-04
  4498.400  0.8989E-04  0.8969E-04  0.6750E-04  0.6739E-04  0.3485E-04  0.3483E-04
  4498.450  0.8989E-04  0.8966E-04  0.6750E-04  0.6736E-04  0.3485E-04  0.3481E-04
  4498.500  0.8989E-04  0.8834E-04  0.6750E-04  0.6597E-04  0.3485E-04  0.3377E-04
  4498.550  0.8989E-04  0.8738E-04  0.6750E-04  0.6496E-04  0.3485E-04  0.3305E-04
  4498.600  0.8988E-04  0.8944E-04  0.6750E-04  0.6713E-04  0.3485E-04  0.3463E-04
  4498.650  0.8988E-04  0.8966E-04  0.6750E-04  0.6735E-04  0.3485E-04  0.3481E-04
  4498.700  0.8988E-04  0.8938E-04  0.6750E-04  0.6706E-04  0.3485E-04  0.3457E-04
  4498.750  0.8988E-04  0.8950E-04  0.6750E-04  0.6719E-04  0.3485E-04  0.3468E-04
  4498.800  0.8988E-04  0.8966E-04  0.6750E-04  0.6737E-04  0.3485E-04  0.3482E-04
  4498.850  0.8988E-04  0.8927E-04  0.6750E-04  0.6695E-04  0.3485E-04  0.3451E-04
  4498.900  0.8988E-04  0.8811E-04  0.6750E-04  0.6571E-04  0.3485E-04  0.3352E-04
  4498.950  0.8988E-04  0.8935E-04  0.6750E-04  0.6705E-04  0.3485E-04  0.3458E-04
  4499.000  0.8988E-04  0.8963E-04  0.6750E-04  0.6735E-04  0.3485E-04  0.3482E-04
  4499.050  0.8988E-04  0.8967E-04  0.6749E-04  0.6738E-04  0.3485E-04  0.3483E-04
  4499.100  0.8988E-04  0.8968E-04  0.6749E-04  0.6739E-04  0.3485E-04  0.3484E-04
  4499.150  0.8988E-04  0.8968E-04  0.6749E-04  0.6739E-04  0.3485E-04  0.3484E-04
  4499.200  0.8987E-04  0.8966E-04  0.6749E-04  0.6737E-04  0.3485E-04  0.3483E-04
  4499.250  0.8987E-04  0.8954E-04  0.6749E-04  0.6727E-04  0.3485E-04  0.3478E-04
  4499.300  0.8987E-04  0.8947E-04  0.6749E-04  0.6721E-04  0.3485E-04  0.3475E-04
  4499.350  0.8987E-04  0.8966E-04  0.6749E-04  0.6737E-04  0.3485E-04  0.3483E-04
